Input.turn_id,Input.query,Input.passage_id,Input.passage,Input.relevance_score,chosen_sentences,not_chosen_sentences,empty_annotations
137_1-1,What do you think about Bostrom's 'simulation argument'?,MARCO_48_602048401-2,"Newsweek Newsletter sign-up > Research published by physicists Zohar Ringel and Dmitry Kovrizhin in Science Advances suggests that this notion of creating a massive-scale simulation using classical computers is 'impossible.' This is due to something known as the quantum Hall effect, which causes the simulation to become exponentially more complex as the number of particles increases.  'If the growth is exponential, or in other words if for every extra particle one has to double the number of processors, memory, etc., then this task becomes intractable,' the researchers state.  Bostrom's hypothesis is that an advanced 'posthuman' civilization will use enormous amounts of computing power to run realistic simulations of the universe.  He suggests that current technology trends suggest humanity is already on course for this to be possible.  Newsweek subscription offers > 'The strongest argument for us probably being in a simulation I think is the following,' Musk said at a conference last year.  '40 years ago we had Pong—two rectangles and a dot.  That's where we were.  'Now 40 years later we have photorealistic, 3D simulations with millions of people playing simultaneously and it's getting better every year… If you assume any rate of improvement at all, then the games will become indistinguishable from reality, just indistinguishable.'",3,"{'He suggests that current technology trends suggest humanity is already on course for this to be possible.', ""Bostrom's hypothesis is that an advanced 'posthuman' civilization will use enormous amounts of computing power to run realistic simulations of the universe.""}","{""Newsweek subscription offers > 'The strongest argument for us probably being in a simulation I think is the following,' Musk said at a conference last year."", ""That's where we were."", ""'Now 40 years later we have photorealistic, 3D simulations with millions of people playing simultaneously and it's getting better every year… If you assume any rate of improvement at all, then the games will become indistinguishable from reality, just indistinguishable.'"", ""'If the growth is exponential, or in other words if for every extra particle one has to double the number of processors, memory, etc., then this task becomes intractable,' the researchers state."", 'This is due to something known as the quantum Hall effect, which causes the simulation to become exponentially more complex as the number of particles increases.', ""Newsweek Newsletter sign-up > Research published by physicists Zohar Ringel and Dmitry Kovrizhin in Science Advances suggests that this notion of creating a massive-scale simulation using classical computers is 'impossible.'"", ""'40 years ago we had Pong—two rectangles and a dot.""}",2
137_1-1,What do you think about Bostrom's 'simulation argument'?,MARCO_18_2910246170-5,"The trilemma points out that a technologically mature 'posthuman' civilization would have enormous computing power; if even a tiny percentage of them were to run 'ancestor simulations' (that is, 'high-fidelity' simulations of ancestral life that would be indistinguishable from reality to the simulated ancestor), the total number of simulated ancestors, or 'Sims', in the universe (or multiverse, if it exists) would greatly exceed the total number of actual ancestors. Bostrom goes on to use a type of anthropic reasoning to claim that, if the third proposition is the one of those three that is true, and almost all people with our kind of experiences live in simulations, then we are almost certainly living in a simulation.  Bostrom claims his argument goes beyond the classical ancient ' skeptical hypothesis ', claiming that '...we have interesting empirical reasons to believe that a certain disjunctive claim about the world is true', the third of the three disjunctive propositions being that we are almost certainly living in a simulation.  Thus, Bostrom, and writers in agreement with Bostrom such as David Chalmers, argue there might be empirical reasons for the 'simulation hypothesis', and that therefore the simulation hypothesis is not a skeptical hypothesis but rather a ' metaphysical hypothesis '.",2,"{""Thus, Bostrom, and writers in agreement with Bostrom such as David Chalmers, argue there might be empirical reasons for the 'simulation hypothesis', and that therefore the simulation hypothesis is not a skeptical hypothesis but rather a ' metaphysical hypothesis '.""}","{""Bostrom claims his argument goes beyond the classical ancient ' skeptical hypothesis ', claiming that '...we have interesting empirical reasons to believe that a certain disjunctive claim about the world is true', the third of the three disjunctive propositions being that we are almost certainly living in a simulation."", 'Bostrom goes on to use a type of anthropic reasoning to claim that, if the third proposition is the one of those three that is true, and almost all people with our kind of experiences live in simulations, then we are almost certainly living in a simulation.', ""The trilemma points out that a technologically mature 'posthuman' civilization would have enormous computing power; if even a tiny percentage of them were to run 'ancestor simulations' (that is, 'high-fidelity' simulations of ancestral life that would be indistinguishable from reality to the simulated ancestor), the total number of simulated ancestors, or 'Sims', in the universe (or multiverse, if it exists) would greatly exceed the total number of actual ancestors.""}",2
137_1-1,What do you think about Bostrom's 'simulation argument'?,MARCO_18_2910246170-9,"It has been argued that we cannot be the ones being simulated, since the simulation argument uses our descendants as the ones running the simulations. In other words, it has been argued that the probability that we assign to our living in a simulated universe is not independent of the prior probability that we assign to the existence of universes other than our own, which highlights a different way in which the simulation argument is begging the question.  Arguments, within the trilemma, against the simulation hypothesis Spela upp media Simulation down to molecular level of very small sample of matter Some scholars accept the trilemma, and argue that the first or second of the propositions are true, and that the third proposition (the proposition that we live in a simulation) is false.  Physicist Paul Davies use Bostrom's trilemma as part of one possible argument against a near-infinite multiverse.  This argument runs as follows: if there were a near-infinite multiverse, there would be posthuman civilizations running ancestor simulations, and therefore we would come to the untenable and scientifically self-defeating conclusion that we live in a simulation; therefore, by reductio ad absurdum, existing multiverse theories are likely false.  (Unlike Bostrom and Chalmers, Davies (among others) considers the simulation hypothesis to be self-defeating.)",2,"{'This argument runs as follows: if there were a near-infinite multiverse, there would be posthuman civilizations running ancestor simulations, and therefore we would come to the untenable and scientifically self-defeating conclusion that we live in a simulation; therefore, by reductio ad absurdum, existing multiverse theories are likely false.', ""Physicist Paul Davies use Bostrom's trilemma as part of one possible argument against a near-infinite multiverse."", '(Unlike Bostrom and Chalmers, Davies (among others) considers the simulation hypothesis to be self-defeating.)'}","{'Arguments, within the trilemma, against the simulation hypothesis Spela upp media Simulation down to molecular level of very small sample of matter Some scholars accept the trilemma, and argue that the first or second of the propositions are true, and that the third proposition (the proposition that we live in a simulation) is false.', 'In other words, it has been argued that the probability that we assign to our living in a simulated universe is not independent of the prior probability that we assign to the existence of universes other than our own, which highlights a different way in which the simulation argument is begging the question.', 'It has been argued that we cannot be the ones being simulated, since the simulation argument uses our descendants as the ones running the simulations.'}",2
137_1-1,What do you think about Bostrom's 'simulation argument'?,MARCO_48_1450710232-2,"In 2003, the philosopher Nick Bostrom made an ingenious argument that we might be living in a computer simulation created by a more advanced civilization. He argued that if you believe that our civilization will one day run many sophisticated simulations concerning its ancestors, then you should believe that we’re probably in an ancestor simulation right now.  His reasoning?  If people eventually develop simulation technology — no matter how long that takes — and if they’re interested in creating simulations of their ancestors, then simulated people with experiences just like ours will vastly outnumber unsimulated people.  If most people are simulations, Professor Bostrom concluded, the odds are good that we ourselves are simulations.  Our world would be just one simulation of many, perhaps part of a research project created to study the history of civilization.  As the physicist (and Nobel laureate) George Smoot has explained, “If you are an anthropologist/historian and want to understand the rise and fall of civilizations, then you will need to make very many simulations involving millions to billions of people.”  The theory that we are living in a computer simulation may sound bizarre, but it has found adherents.  The technology entrepreneur Elon Musk has said that the odds that we are not simulated are “one in billions.”",2,"{'As the physicist (and Nobel laureate) George Smoot has explained, “If you are an anthropologist/historian and want to understand the rise and fall of civilizations, then you will need to make very many simulations involving millions to billions of people.”  The theory that we are living in a computer simulation may sound bizarre, but it has found adherents.', 'In 2003, the philosopher Nick Bostrom made an ingenious argument that we might be living in a computer simulation created by a more advanced civilization.'}","{'His reasoning?', 'The technology entrepreneur Elon Musk has said that the odds that we are not simulated are “one in billions.”', 'Our world would be just one simulation of many, perhaps part of a research project created to study the history of civilization.', 'He argued that if you believe that our civilization will one day run many sophisticated simulations concerning its ancestors, then you should believe that we’re probably in an ancestor simulation right now.', 'If most people are simulations, Professor Bostrom concluded, the odds are good that we ourselves are simulations.', 'If people eventually develop simulation technology — no matter how long that takes — and if they’re interested in creating simulations of their ancestors, then simulated people with experiences just like ours will vastly outnumber unsimulated people.'}",2
137_1-5,Deep. What do other philosophers think about Bostrom's 'simulation argument'?,KILT_247365-1,"Simulated reality  Simulated reality is the hypothesis that reality could be simulated—for example by quantum computer simulation—to a degree indistinguishable from 'true' reality.  It could contain conscious minds which may or may not be fully aware that they are living inside a simulation.  This is quite different from the current, technologically achievable concept of virtual reality.  Virtual reality is easily distinguished from the experience of actuality; participants are never in doubt about the nature of what they experience.  Simulated reality, by contrast, would be hard or impossible to separate from 'true' reality.  There has been much debate over this topic, ranging from philosophical discourse to practical applications in computing.   Section::::Arguments.   Section::::Arguments.:Simulation argument.   A version of the simulation hypothesis was first theorised as a part of a philosophical argument on the part of René Descartes, and later by Hans Moravec.  The philosopher Nick Bostrom developed an expanded argument examining the probability of our reality being a simulation.",2,"{'The philosopher Nick Bostrom developed an expanded argument examining the probability of our reality being a simulation.', 'A version of the simulation hypothesis was first theorised as a part of a philosophical argument on the part of René Descartes, and later by Hans Moravec.'}","{""Simulated reality  Simulated reality is the hypothesis that reality could be simulated—for example by quantum computer simulation—to a degree indistinguishable from 'true' reality."", 'Section::::Arguments.', ""Simulated reality, by contrast, would be hard or impossible to separate from 'true' reality."", 'Virtual reality is easily distinguished from the experience of actuality; participants are never in doubt about the nature of what they experience.', ':Simulation argument.', 'It could contain conscious minds which may or may not be fully aware that they are living inside a simulation.', 'This is quite different from the current, technologically achievable concept of virtual reality.', 'There has been much debate over this topic, ranging from philosophical discourse to practical applications in computing.'}",2
137_1-5,Deep. What do other philosophers think about Bostrom's 'simulation argument'?,MARCO_18_2910049991-8,"Even if we are a simulated reality, there is no way to be sure the beings running the simulation are not themselves a simulation and the operators of that simulation are not a simulation. ' Recursive simulation involves a simulation or an entity in the simulation, creating another instance of the same simulation, running it and using its results' (Pooch and Sullivan 2000).  In August 2019, philosopher Preston Greene suggested that it may be best not to find out if we're living in a computer simulation since, if it were found to be true, such knowing may end the simulation.  (Greene's suggestion is similar to Douglas Adams' humorous idea presented in his novel 'The Hitchhiker's Guide to the Galaxy': that if anyone in the Universe should actually work out 'The Meaning of Life, the Universe and Everything ', it would instantly disappear and be immediately replaced with something 'even more complex and inexplicable'.)  Philosophical and religious implications Some philosophers and authors ( Nick Bostrom 's “Are You Living In a Computer Simulation?”, Jean Baudrillard 's “Simulacra and Simulation”, Iurii Vovchenko's “Answers in Simulation”) tried to address the implications of the simulated reality on mankind's way of life and future.",2,"{""In August 2019, philosopher Preston Greene suggested that it may be best not to find out if we're living in a computer simulation since, if it were found to be true, such knowing may end the simulation.""}","{""Recursive simulation involves a simulation or an entity in the simulation, creating another instance of the same simulation, running it and using its results' (Pooch and Sullivan 2000)."", ""Even if we are a simulated reality, there is no way to be sure the beings running the simulation are not themselves a simulation and the operators of that simulation are not a simulation. '"", ""(Greene's suggestion is similar to Douglas Adams' humorous idea presented in his novel 'The Hitchhiker's Guide to the Galaxy': that if anyone in the Universe should actually work out 'The Meaning of Life, the Universe and Everything ', it would instantly disappear and be immediately replaced with something 'even more complex and inexplicable'.)"", ""Philosophical and religious implications Some philosophers and authors ( Nick Bostrom 's “Are You Living In a Computer Simulation?”, Jean Baudrillard 's “Simulacra and Simulation”, Iurii Vovchenko's “Answers in Simulation”) tried to address the implications of the simulated reality on mankind's way of life and future.""}",2
137_1-9,"Okay, so what do glitches in the simulation prove about our existence in it?",MARCO_31_291140722-1,"10 Terrifying Glitch in the Matrix Stories | Futurism 10 Terrifying Glitch in the Matrix Stories by Sasha Konikovo 2 years ago in fact or fiction Is reality what we really think it is or was 'The Matrix' spot on?  If you read these glitch in the matrix stories, you may just start wondering the same thing...  Did you ever have a moment where you recalled something that everyone else seems to remember differently?  If so, you are probably well aware of the Mandela Effect.  The Mandela Effect is defined as the phenomenon of a large group of people misremembering a particular event or aspect of the past.  The Mandela Effect can be creepy when you find out that your favorite childhood book series was called The Berenstain Bears, or that Darth Vader never said, 'Luke, I am your father.'  However, a 'glitch in the matrix,' as its called, takes things a bit further.  These are situations that make people wonder if we are all part of a giant simulation, such as what you may have seen in The Matrix.  With these situations, it's not that you've misremembered something.  Rather, something happens that defies the laws of physics, bends time, or ultimately changes reality in a way that cannot be explained.",1,"{'These are situations that make people wonder if we are all part of a giant simulation, such as what you may have seen in The Matrix.'}","{'Rather, something happens that defies the laws of physics, bends time, or ultimately changes reality in a way that cannot be explained.', ""With these situations, it's not that you've misremembered something."", 'The Mandela Effect is defined as the phenomenon of a large group of people misremembering a particular event or aspect of the past.', ""10 Terrifying Glitch in the Matrix Stories | Futurism 10 Terrifying Glitch in the Matrix Stories by Sasha Konikovo 2 years ago in fact or fiction Is reality what we really think it is or was 'The Matrix' spot on?"", ""However, a 'glitch in the matrix,' as its called, takes things a bit further."", 'If so, you are probably well aware of the Mandela Effect.', ""The Mandela Effect can be creepy when you find out that your favorite childhood book series was called The Berenstain Bears, or that Darth Vader never said, 'Luke, I am your father.'"", 'If you read these glitch in the matrix stories, you may just start wondering the same thing...  Did you ever have a moment where you recalled something that everyone else seems to remember differently?'}",2
139_1-1,Hey! I’d love to learn something interesting about the wonders of the world,MARCO_47_570532492-14,"Great Barrier Reef Northern Red Sea Belize Barrier Reef Galapagos Islands Lake Baikal, Siberia Palau Deep-Sea Vents The foundation also has come up with the following lists of seven wonders: New7Wonders Cities: Durban (South Africa), Havana (Cuba), La Paz (Bolivia), Vigan (The Philippines), Kaula Lumpur (Malaysia), Doha (Qatar), and Beirut (Lebanon) Seven Wonders of the Industrial World: SS Great Eastern (iron sailing ship), Brooklyn Bridge, Hoover Dam, Panama Canal, London Sewerage System, Bell Rock Lighthouse (Scotland), and First Transcontinental Railroad Seven Wonders of the Solar System: Enceladus (a moon of Saturn), The Asteroid Belt, The Sun’s Surface, Jupiter’s Great Red Spot, Saturn’s Rings, Oceans of the Earth, and Olympus Mons on Mars Life is full of wonderful things. But the wonders we discussed in this article are a notch above the rest of them.  If you are lucky enough to visit one or more of these sights with your kids, make sure they know how lucky they are to have been there.  Encourage them to learn, explore, and question to find out what makes these ‘wonders’, wonders!",4,"{'Great Barrier Reef Northern Red Sea Belize Barrier Reef Galapagos Islands Lake Baikal, Siberia Palau Deep-Sea Vents The foundation also has come up with the following lists of seven wonders: New7Wonders Cities: Durban (South Africa), Havana (Cuba), La Paz (Bolivia), Vigan (The Philippines), Kaula Lumpur (Malaysia), Doha (Qatar), and Beirut (Lebanon) Seven Wonders of the Industrial World: SS Great Eastern (iron sailing ship), Brooklyn Bridge, Hoover Dam, Panama Canal, London Sewerage System, Bell Rock Lighthouse (Scotland), and First Transcontinental Railroad Seven Wonders of the Solar System: Enceladus (a moon of Saturn), The Asteroid Belt, The Sun’s Surface, Jupiter’s Great Red Spot, Saturn’s Rings, Oceans of the Earth, and Olympus Mons on Mars Life is full of wonderful things.'}","{'But the wonders we discussed in this article are a notch above the rest of them.', 'Encourage them to learn, explore, and question to find out what makes these ‘wonders’, wonders!', 'If you are lucky enough to visit one or more of these sights with your kids, make sure they know how lucky they are to have been there.'}",2
139_1-3,Why did Larry Newton dislike “What a wonderful world” by Louis Armstrong?,KILT_1944095-2,"According to Thiele's memoir, the recording session for this now-famous song was the scene of a major clash with ABC Records president Larry Newton, who had to be locked out of the studio after getting into a heated argument with Thiele over the song. 'What a Wonderful World' was credited to George Douglas or Stanley Clayton.  These are pseudonyms Thiele used, made from the names of his uncles, Stanley, Clayton, George, and Douglas.   In the late 1960s Thiele was often brought in to produce artists on the company's Bluesway Records label.  He produced the albums that graduated B.B. King toward the mainstream, including 'Lucille' (1967).  He also produced BluesWay recordings by John Lee Hooker, T-Bone Walker, and others.   After seven years with ABC Records, the parent of Impulse!, Thiele formed his own company, Flying Dutchman Productions, in 1968.  Thiele later formed his own record label, Flying Dutchman Records, which is now part of Sony Music Entertainment.  Later in his career Thiele formed Red Baron Records, which released a number of albums on compact disc, including three by the Bob Thiele Collective, each a different 'all-star' group which Thiele himself assembled and produced.",4,set(),"{'He also produced BluesWay recordings by John Lee Hooker, T-Bone Walker, and others.', ""In the late 1960s Thiele was often brought in to produce artists on the company's Bluesway Records label."", 'Thiele later formed his own record label, Flying Dutchman Records, which is now part of Sony Music Entertainment.', ""King toward the mainstream, including 'Lucille' (1967)."", ""According to Thiele's memoir, the recording session for this now-famous song was the scene of a major clash with ABC Records president Larry Newton, who had to be locked out of the studio after getting into a heated argument with Thiele over the song."", ""Later in his career Thiele formed Red Baron Records, which released a number of albums on compact disc, including three by the Bob Thiele Collective, each a different 'all-star' group which Thiele himself assembled and produced."", 'These are pseudonyms Thiele used, made from the names of his uncles, Stanley, Clayton, George, and Douglas.', 'He produced the albums that graduated B.B.', 'After seven years with ABC Records, the parent of Impulse!, Thiele formed his own company, Flying Dutchman Productions, in 1968.', ""'What a Wonderful World' was credited to George Douglas or Stanley Clayton.""}",3
139_1-3,Why did Larry Newton dislike “What a wonderful world” by Louis Armstrong?,MARCO_49_1710547978-11,"At one performance, he reportedly introduced the song with this explanation: “Some of you young folks been saying to me: ‘Hey, Pops – what do you mean, what a wonderful world? How about all them wars all over the place, you call them wonderful?’ …But how about listening to old Pops for a minute?  Seems to me it ain’t the world that’s so bad but what we’re doing to it, and all I’m saying is: see what a wonderful world it would be if only we’d give it a chance.  Love, baby, love.  That’s the secret…” In October 1968, EMI forced ABC to release a U.S. album with the recording, but like the original single, it was never promoted for radio or retail, and did not do well.  After Armstrong passed away in July 1971, dying of heart failure at the age of 69, the record was re-released and enjoyed modest success.  But it wasn’t until 1988, more than 20 years after its first recording, that the song found a bigger audience and grew in stature.  Movie poster for 1987-88 “Good Morning, Vietnam” film.  Click for DVD.",4,set(),"{'But it wasn’t until 1988, more than 20 years after its first recording, that the song found a bigger audience and grew in stature.', 'Movie poster for 1987-88 “Good Morning, Vietnam” film.', 'Love, baby, love.', 'At one performance, he reportedly introduced the song with this explanation: “Some of you young folks been saying to me: ‘Hey, Pops – what do you mean, what a wonderful world?', 'Seems to me it ain’t the world that’s so bad but what we’re doing to it, and all I’m saying is: see what a wonderful world it would be if only we’d give it a chance.', 'How about all them wars all over the place, you call them wonderful?’ …But how about listening to old Pops for a minute?', 'That’s the secret…” In October 1968, EMI forced ABC to release a U.S. album with the recording, but like the original single, it was never promoted for radio or retail, and did not do well.', 'After Armstrong passed away in July 1971, dying of heart failure at the age of 69, the record was re-released and enjoyed modest success.', 'Click for DVD.'}",3
139_1-3,Why did Larry Newton dislike “What a wonderful world” by Louis Armstrong?,MARCO_49_1710547978-5,"It also spent nine weeks atop the adult contemporary chart. “Hello Dolly” became a giant hit for Armstrong, followed by a gold-selling album of the same name.  “Hello, Dolly!”  also won the Song of the Year Grammy for 1965, and Armstrong received a Grammy for Best Vocal Performance.  He would later perform the song in the popular 1969 film, Hello, Dolly !, which starred Barbra Streisand.  Louis Armstrong and Barbra Streisand in a scene from the film version of “Hello, Dolly!”  Click for DVD.  “What A Wonderful World” was a song that came a few years after the success of “Hello, Dolly!”  However this song had a somewhat difficult road – both in its recording and finding its audience.  The song was written by Bob Thiele and George David Weiss.  Thiele was a record producer, and earlier as head of Impulse Records, he had issued recordings for jazz artists such as John Coltrane, Charles Mingus, Dizzy Gillespie, and others.  Weiss was a songwriter who wrote or co-wrote many songs, including the hit version of “The Lion Sleeps Tonight.”  Initially, Thiele and Weiss had pitched “What A Wonderful World” to Tony Bennett, who turned them down.",4,set(),"{'He would later perform the song in the popular 1969 film, Hello, Dolly !, which starred Barbra Streisand.', 'Weiss was a songwriter who wrote or co-wrote many songs, including the hit version of “The Lion Sleeps Tonight.”  Initially, Thiele and Weiss had pitched “What A Wonderful World” to Tony Bennett, who turned them down.', '“What A Wonderful World” was a song that came a few years after the success of “Hello, Dolly!”  However this song had a somewhat difficult road – both in its recording and finding its audience.', 'Thiele was a record producer, and earlier as head of Impulse Records, he had issued recordings for jazz artists such as John Coltrane, Charles Mingus, Dizzy Gillespie, and others.', 'Louis Armstrong and Barbra Streisand in a scene from the film version of “Hello, Dolly!”  Click for DVD.', 'The song was written by Bob Thiele and George David Weiss.', 'It also spent nine weeks atop the adult contemporary chart.', '“Hello Dolly” became a giant hit for Armstrong, followed by a gold-selling album of the same name.', '“Hello, Dolly!”  also won the Song of the Year Grammy for 1965, and Armstrong received a Grammy for Best Vocal Performance.'}",3
139_1-5,Did sales of “What a Wonderful World” by Louis Armstrong ever get better in the US?,MARCO_49_1710547978-19,"“Smashed Hits: How Political is What A Wonderful World?, BBC News Magazine, December 10, 2011. Neil McCormick, “What Is the Happiest Song of All Time?, The Telegraph, February 1, 2012.  “Louis Armstrong,” Wikiquote.org.  “David Attenborough-Wonderful World – BBC,” YouTube.com.  “What a Wonderful World – Louis Arm- strong,” YouTube.com, sanny6667, Dec. 23, 2010.  John Burnett, “West End Blues,” National Public Radio, NPR.org, August 6, 2000.  “Louis Armstrong, Artist Page,” National Public Radio, NPR.org.  “Louis Armstrong: Biography- Jazz: A Film By Ken Burns,” PBS.org.  “Louis Armstrong,” Wikipedia.org.  William Ruhlmann, “Louis Armstrong, Biog- raphy,” AllMusic.com.  Terry Teachout, Pops: A Life of Louis Armstrong (hardcover), Boston/New York: Houghton Mifflin Harcourt, 2009, 496pp.  K. Smith, “What a Wonderful World: The Drummer’s Difference,” BroadStreetReview. com, September 25, 2011.  Cornell Thomas, “What a Wonderful World…,” PowerofPositivity.net, January 14, 2012.  “Louis Armstrong: What A Wonderful World/Cabaret,” ChartArchive.org.",4,set(),"{'Cornell Thomas, “What a Wonderful World…,” PowerofPositivity.net, January 14, 2012.', '“Louis Armstrong: What A Wonderful World/Cabaret,” ChartArchive.org.', '“Louis Armstrong,” Wikiquote.org.', 'com, September 25, 2011.', 'Terry Teachout, Pops: A Life of Louis Armstrong (hardcover), Boston/New York: Houghton Mifflin Harcourt, 2009, 496pp.', 'Neil McCormick, “What Is the Happiest Song of All Time?, The Telegraph, February 1, 2012.', '“Louis Armstrong: Biography- Jazz: A Film By Ken Burns,” PBS.org.', '“David Attenborough-Wonderful World – BBC,” YouTube.com.', '“Smashed Hits: How Political is What A Wonderful World?, BBC News Magazine, December 10, 2011.', 'John Burnett, “West End Blues,” National Public Radio, NPR.org, August 6, 2000.', 'William Ruhlmann, “Louis Armstrong, Biog- raphy,” AllMusic.com.', 'K. Smith, “What a Wonderful World: The Drummer’s Difference,” BroadStreetReview.', '“Louis Armstrong, Artist Page,” National Public Radio, NPR.org.', '“Louis Armstrong,” Wikipedia.org.', '“What a Wonderful World – Louis Arm- strong,” YouTube.com, sanny6667, Dec. 23, 2010.'}",3
139_1-5,Did sales of “What a Wonderful World” by Louis Armstrong ever get better in the US?,MARCO_55_212350695-1,"Best Louis Armstrong Songs - Top Ten List - TheTopTens Best Louis Armstrong Songs In other names Satchmo or Pops, he is the popular American jazz trumpeter and singer from New Orleans, Louisiana.  The Top Ten 1 What a Wonderful World We are truly living in a wonderful world.  This song demonstrates the beauty of life.  With such a slow paced song.  It's such a shame that in the old days we had better music than now.  I love this song.  All of you brothers/sisters should love everything.  Even your nightmares because it's all a part of life.  Everyone experiences it, even if it's only once.  What a wonderful world.  This song brings me peace, yet reminds me of Armstrong's death, the same way See You Again reminds me of friendship and Paul Walker's death.  Some songs represent a person's life.  Best Armstrong song.  The combination of the beautiful and truthful lyrics plus Lousi Armstrong's unique voice makes this song one to remember and treasure.  It is a wonderful world but this song is wonderful too 2 Hello, Dolly!  His voice is so deep and so rich its just beautiful to hear, during this song.  When he comes on stage, he just lights up the whole audience.",4,{'The Top Ten 1 What a Wonderful World We are truly living in a wonderful world.'},"{""Some songs represent a person's life."", 'With such a slow paced song.', ""This song brings me peace, yet reminds me of Armstrong's death, the same way See You Again reminds me of friendship and Paul Walker's death."", 'It is a wonderful world but this song is wonderful too 2 Hello, Dolly!', 'All of you brothers/sisters should love everything.', 'This song demonstrates the beauty of life.', 'What a wonderful world.', 'When he comes on stage, he just lights up the whole audience.', 'Best Louis Armstrong Songs - Top Ten List - TheTopTens Best Louis Armstrong Songs In other names Satchmo or Pops, he is the popular American jazz trumpeter and singer from New Orleans, Louisiana.', ""Everyone experiences it, even if it's only once."", 'Best Armstrong song.', 'His voice is so deep and so rich its just beautiful to hear, during this song.', ""The combination of the beautiful and truthful lyrics plus Lousi Armstrong's unique voice makes this song one to remember and treasure."", ""It's such a shame that in the old days we had better music than now."", ""Even your nightmares because it's all a part of life."", 'I love this song.'}",2
139_1-7,"Okay, but how did “Good Morning, Vietnam” help the sales of What a Wonderful World”",MARCO_17_4643455068-7,"While Lord Covington is moved by Madeline's words and sincerity, he regretfully tells her and the girls that there's nothing he can do as he's already sold the property but, in a happy twist, the ambassador, also moved by Madeline, decides to back out of the sale. The film then concludes with a montage accompanied by Louis Armstrong 's ' What a Wonderful World ', and changes back to a book setting, as the word, 'Fin' appears.",4,set(),"{""The film then concludes with a montage accompanied by Louis Armstrong 's ' What a Wonderful World ', and changes back to a book setting, as the word, 'Fin' appears."", ""While Lord Covington is moved by Madeline's words and sincerity, he regretfully tells her and the girls that there's nothing he can do as he's already sold the property but, in a happy twist, the ambassador, also moved by Madeline, decides to back out of the sale.""}",3
139_1-7,"Okay, but how did “Good Morning, Vietnam” help the sales of What a Wonderful World”",MARCO_49_1710547978-19,"“Smashed Hits: How Political is What A Wonderful World?, BBC News Magazine, December 10, 2011. Neil McCormick, “What Is the Happiest Song of All Time?, The Telegraph, February 1, 2012.  “Louis Armstrong,” Wikiquote.org.  “David Attenborough-Wonderful World – BBC,” YouTube.com.  “What a Wonderful World – Louis Arm- strong,” YouTube.com, sanny6667, Dec. 23, 2010.  John Burnett, “West End Blues,” National Public Radio, NPR.org, August 6, 2000.  “Louis Armstrong, Artist Page,” National Public Radio, NPR.org.  “Louis Armstrong: Biography- Jazz: A Film By Ken Burns,” PBS.org.  “Louis Armstrong,” Wikipedia.org.  William Ruhlmann, “Louis Armstrong, Biog- raphy,” AllMusic.com.  Terry Teachout, Pops: A Life of Louis Armstrong (hardcover), Boston/New York: Houghton Mifflin Harcourt, 2009, 496pp.  K. Smith, “What a Wonderful World: The Drummer’s Difference,” BroadStreetReview. com, September 25, 2011.  Cornell Thomas, “What a Wonderful World…,” PowerofPositivity.net, January 14, 2012.  “Louis Armstrong: What A Wonderful World/Cabaret,” ChartArchive.org.",4,set(),"{'Cornell Thomas, “What a Wonderful World…,” PowerofPositivity.net, January 14, 2012.', '“Louis Armstrong: What A Wonderful World/Cabaret,” ChartArchive.org.', '“Louis Armstrong,” Wikiquote.org.', 'com, September 25, 2011.', 'Terry Teachout, Pops: A Life of Louis Armstrong (hardcover), Boston/New York: Houghton Mifflin Harcourt, 2009, 496pp.', 'Neil McCormick, “What Is the Happiest Song of All Time?, The Telegraph, February 1, 2012.', '“Louis Armstrong: Biography- Jazz: A Film By Ken Burns,” PBS.org.', '“David Attenborough-Wonderful World – BBC,” YouTube.com.', '“Smashed Hits: How Political is What A Wonderful World?, BBC News Magazine, December 10, 2011.', 'John Burnett, “West End Blues,” National Public Radio, NPR.org, August 6, 2000.', 'William Ruhlmann, “Louis Armstrong, Biog- raphy,” AllMusic.com.', 'K. Smith, “What a Wonderful World: The Drummer’s Difference,” BroadStreetReview.', '“Louis Armstrong, Artist Page,” National Public Radio, NPR.org.', '“Louis Armstrong,” Wikipedia.org.', '“What a Wonderful World – Louis Arm- strong,” YouTube.com, sanny6667, Dec. 23, 2010.'}",3
139_1-7,"Okay, but how did “Good Morning, Vietnam” help the sales of What a Wonderful World”",MARCO_49_1710547978-20,"Carla A. Fellers, “What a Wonderful World: The Rhetoric of the Official and Unoffical in Good Morning Vietnam ,” War, Literature & The Arts, pp.232-242. _____________________________ Post navigation Previous Post “Life Is Beautiful” 2006: Vega 4 Next Post “Microsoft & Too Close” 2012",4,set(),"{'Carla A. Fellers, “What a Wonderful World: The Rhetoric of the Official and Unoffical in Good Morning Vietnam ,” War, Literature & The Arts, pp.232-242.', '_____________________________ Post navigation Previous Post “Life Is Beautiful” 2006: Vega 4 Next Post “Microsoft & Too Close” 2012'}",3
